id,blog_post_id,source_urls,prompt_used,model_used,generated_at,template_id,input_tokens,output_tokens,total_tokens,image_tokens
"9dc01302-cccd-4e7d-969f-796c0d9af3f8","119bff69-4132-4f6e-b534-afb182af056f","","Template: Sugestões Aleatórias - Cena Eletrônica | title: Carnaval Eletrônico do Rio: BOMA Leva Eli Iwasa e  | summary: O BOMA transforma o Museu do Amanhã em um palco vi | category: Festivais | keywords: Carnaval Eletrônico, Rio de Janeiro, BOMA, Eli Iwa | mood: Energético | visualElements: Imagens futuristas do Museu do Amanhã com projeçõe","google/gemini-2.5-flash","2026-02-14T09:00:41.909966+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",1695,1459,3154,1575
"fc77daa8-22b0-4d89-8397-40d7299cac29","3614065b-0bfb-478a-a7dc-dcc2068669b4","","Template: Sugestões Aleatórias - Cena Eletrônica | title: Quando o Bass House cruza fronteiras: Avi Sic & Co | summary: A parceria entre Avi Sic e Costel van Dein em “No  | category: Lançamentos | keywords: Bass House, Avi Sic, Costel van Dein, Farris Wheel | mood: energético | visualElements: subwoofers, crowd pulsing, DJ booth, waveform","openai/gpt-5-mini","2026-01-12T15:01:59.232517+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",993,1925,2918,1605
"1a95e621-bbd9-4b76-92d9-94db720aa3df","1fa63d19-f043-4393-b5f2-268e295dd3a0","","Multi-Event Article: BOMA Carna Rio 2026 (6 eventos)","openai/gpt-5-mini","2026-01-15T16:29:08.804746+00:00","",1237,3085,4322,""
"f40a8bb4-ead6-4758-86cd-a078c015c5a2","1f1b4ad8-2ff0-4900-b5e1-1169dfdc4ff3","","Multi-Event Article: DEDGE São Paulo (4 eventos)","openai/gpt-5-mini","2026-01-15T17:35:30.294696+00:00","",1281,4513,5794,""
"62cae09e-2880-408f-91df-4ac42e40327d","","","Multi-Event Article: DEDGE SP (4 eventos)","openai/gpt-5-mini","2026-01-15T17:24:01.339529+00:00","",1063,4185,5248,""
"e4e110af-2a61-4641-8348-6f6fdeecdfe2","","","Multi-Event Article: Parador Maresias Carnaval (4 eventos)","openai/gpt-5-mini","2026-01-15T19:47:15.016426+00:00","",1138,2826,3964,""
"5f7f1313-101a-4494-97b3-8a5ddb6f3ae6","","","Multi-Event Article (Regenerated): Parador Maresias Carnaval: programação e ingressos (4 eventos)","openai/gpt-5-mini","2026-01-15T22:13:09.607869+00:00","",1593,3564,5157,""
"54f6e3c3-a996-4c20-846c-4751aadeee6d","ffbfbe85-91ee-4e20-aabf-390fff9261eb","","Multi-Event Article: Parador Maresias Carnaval 2026 (3 eventos)","openai/gpt-5-mini","2026-01-15T22:17:27.745088+00:00","",1465,3250,4715,""
"129d9c52-6578-475b-b128-4ca166219d3d","a87cee62-9538-44f7-9167-b688c30fac6a","","Template: Sugestões Aleatórias - Cena Eletrônica | title: Ame Laroc Festival: A Experiência do Carnaval Além | summary: Explore como o Ame Laroc Festival se posiciona com | category: Festivais | keywords: Ame Laroc, Carnaval eletrônico, Valinhos, Festival | mood: Celebratório | visualElements: Pessoas dançando em um festival de música eletrôni","google/gemini-2.5-flash","2026-01-17T15:00:58.749313+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",2212,1540,3752,1598
"6f0e46dd-5707-40b3-b3a0-177214696226","90be677a-f41e-4f83-b559-fb1f14d72647","","Template: Sugestões Aleatórias - Cena Eletrônica | title: Do Rock ao Beat: Como Lollapalooza Brasil 2026 abr | summary: Com a confirmação de um line-up que anualmente se  | category: Festivais | keywords: Lollapalooza, festival, eletrônica, line-up, Brasi | mood: celebratório | visualElements: Pessoas dançando em um festival ao ar livre, laser","google/gemini-2.5-flash","2026-01-17T15:06:18.034987+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",2241,1371,3612,1546
"71a877df-148a-438e-9582-ab66bfc84e25","a53fe49e-0aba-4c73-919e-e5edb5ffd912","","Template: Sugestões Aleatórias - Cena Eletrônica | title: A batalha dos direitos autorais: X (antigo Twitter | summary: Analise o processo das grandes gravadoras contra a | category: Tecnologia | keywords: Elon Musk, X, Twitter, direitos autorais, gravador | mood: Introspectivo | visualElements: Ícone do X, notas musicais, cifras, balança da jus","google/gemini-2.5-pro","2026-01-21T00:51:50.913514+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",1037,3098,4135,""
"68934748-545e-43dd-9a3a-bf60aec36a75","39557ed0-c209-47c2-9fb1-382e73c4f0c6","","Template: Evento Padrão | eventName: 🐉 Warung Day Festival | title: 🐉 Warung Day Festival | eventLocation: Pedreira Paulo Leminski  - Curitiba - PR | venue: Pedreira Paulo Leminski  | eventDate: 2026-05-02 | eventTime: 12:00:00 | locationCity: Curitiba | locationState: PR | description: * Setores Pista, Área VIP e Experience\n* Estaciona | genres: House, Tech House, Progressive, Deep House, Techno | lineup: 🔊 Chambord, Charlotte De Witte 🇧🇪, Deep Dish 🇺 | ticketLink: https://bit.ly/MDAccula_0205_WarungDay | vipLink: https://api.whatsapp.com/send?phone=5511997819194& | eventImageUrl: https://nzbyyuqvhrwatmydxiag.supabase.co/storage/v | category: Eventos | tone: engaging","google/gemini-2.5-flash","2026-01-21T13:04:51.143556+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1625,1206,2831,""
"be09c16d-a0af-42c0-b290-6052ba47a1cd","ab7de6bd-a13c-47ef-be9f-de1d99fdde8e","","Template: Evento Padrão | eventName: Corona apres. Malive | title: Corona apres. Malive | eventLocation: Písta 2002 - Campinas - SP | venue: Písta 2002 | eventDate: 2026-01-31 | eventTime: 18:00:00 | locationCity: Campinas | locationState: SP | description: Setores pista e área VIP | genres: Progressive, Tech House, House, Deep House | ticketLink: https://bit.ly/MDAccula_3101_Corona | vipLink: https://api.whatsapp.com/send?phone=5511997819194& | eventImageUrl: https://nzbyyuqvhrwatmydxiag.supabase.co/storage/v | category: Eventos | tone: engaging","google/gemini-2.5-flash","2026-01-21T13:11:22.35817+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1552,915,2467,""
"87ea3a1b-9c5e-45d0-9af5-d92ae694b973","ca6e609f-8106-425c-be1d-1388a824b620","","Multi-Event Article: Carnaval na Cidade 2026 (4 eventos)","google/gemini-2.5-flash","2026-01-21T13:17:54.914491+00:00","",1487,4599,6086,""
"6effff69-004d-4f17-9d3e-52bb65dd939d","d941b3da-15b2-4db9-9931-da02456d280d","","Template: Sugestões Aleatórias - Cena Eletrônica | title: A Ascensão do Afro House no Brasil: Ritmos Ancestr | summary: Explore como o Afro House tem ganhado força na cen | category: Cultura | keywords: Afro House, música eletrônica brasileira, cultura  | mood: Energético | visualElements: Pessoas dançando em festa ao ar livre, DJs com tam","google/gemini-2.5-flash","2026-01-23T01:01:10.306905+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",1071,1114,2185,1585
"baa0511f-4c70-407e-8ce7-f85d310ce2b6","787a8a16-2167-4e96-97c0-0b9afd859a64","","Multi-Event Article: TimeWarp 2026 (2 eventos)","google/gemini-2.5-flash","2026-01-23T13:25:18.021266+00:00","",971,3147,4118,""
"2d4f6365-1ac3-4052-8ebd-dadb2da72b45","787a8a16-2167-4e96-97c0-0b9afd859a64","","Multi-Event Article (Regenerated): TimeWarp 2026: O Templo do Techno Resurge no Coração de São Paulo! (2 eventos)","google/gemini-2.5-flash","2026-01-23T13:29:37.916513+00:00","",982,3728,4710,""
"512b27c0-d85b-4b0b-b24c-b6d058c71adf","80323632-5d5f-48be-b7d4-779e86d81494","","Multi-Event Article: Odisséia Carnaval São paulo 2026 (2 eventos)","google/gemini-2.5-flash","2026-01-23T16:57:29.418294+00:00","",1162,3533,4695,""
"dbe73636-cecb-44f5-b134-81ed5b74e959","","","Template: Evento Padrão | title: Além do Club: Festas de Música Eletrônica em Espaç | eventName: Além do Club: Festas de Música Eletrônica em Espaç | summary: Investigamos a tendência crescente de festas e eve | category: Cultura | keywords: festas, eventos, espaços inusitados, música eletrô | mood: underground | visualElements: Fotos de festas em locais inesperados (museus, gal | formData: [object Object]","google/gemini-2.5-flash","2026-01-17T22:11:36.836447+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",2229,1011,3240,1635
"03e3f3a7-3a59-4c6f-b957-78134a4c2f4e","5a8bb4ce-4ceb-4c04-9dec-bdaa725d00cd","","Template: Sugestões Aleatórias - Cena Eletrônica | title: O Retorno do Luxo: Ketzal redefine a experiência e | summary: Punta del Este recebe Ketzal, um novo espaço que p | category: Cultura | keywords: Ketzal, Punta del Este, luxo, música eletrônica, v | mood: celebratório | visualElements: Imagens de alta qualidade do local, detalhes arqui","google/gemini-2.5-flash","2026-01-25T02:00:54.43823+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",1060,1375,2435,425
"7dcda1c2-c3ac-4c82-ac67-1727a553cbfd","bef54673-d1b8-4f05-ac8f-261bcc03bc95","","Template: Evento Padrão | eventId: e05748ed-07d5-4843-89b8-864bb4344d67 | eventName: 🟩 D.Edge Festival | 02/04 | 22h | eventDate: 2026-04-02 | eventTime: 22:00 | eventLocation: Komplexo Tempo - São Paulo/SP | venue: Komplexo Tempo | location: São Paulo, SP | genres: House, Progressive, Tech House, Techno, Deep House | ticketLink: https://bit.ly/MDAccula_0204_DedgeFest | description: * ⁠5 palcos \n* ⁠Estacionamento no local | lineup: 🔊 Carl Craig 🇺🇸 b2b Moodymann 🇺🇸, Nastia 🇺🇦 | eventImageUrl: https://nzbyyuqvhrwatmydxiag.supabase.co/storage/v","google/gemini-2.5-flash","2026-01-26T11:14:20.121206+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1636,1148,2784,""
"b869bb68-9d45-4fd2-9a44-46b878821bf2","60375c20-db50-4db6-970f-d57597cae3fb","","Template: Evento Padrão | eventName: 🦒 Aurea - Lista VIP Unissex | title: 🦒 Aurea - Lista VIP Unissex | eventLocation: Espaço Taal - Barueri - SP | venue: Espaço Taal | eventDate: 2026-02-07 | eventTime: 22:00:00 | locationCity: Barueri | locationState: SP | description: * ⁠Cortesia válida até 00:00 - após fica $80\n* ⁠Es | genres: Progressive, House, Deep House | lineup: 🔊 Louie Cut 🇵🇹, Greg, Pricila Diaz, Crewcutz, N | ticketLink: https://bit.ly/MDAccula_0702_AureaVIP | vipLink: https://api.whatsapp.com/send?phone=5511999136884& | eventImageUrl: https://nzbyyuqvhrwatmydxiag.supabase.co/storage/v | category: Eventos | tone: engaging","google/gemini-2.5-flash","2026-01-26T11:48:45.269602+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1619,936,2555,""
"0137c48a-fbeb-4d0c-b642-a361fd854097","c4d25dab-fe0f-4c4f-831d-8368602024e9","","Multi-Event Article: green valley carnaval 2026 (2 eventos)","google/gemini-2.5-flash","2026-01-26T11:51:02.107155+00:00","",1120,3193,4313,""
"65a40bfa-bc3c-45bc-b3a0-7f33f7b91936","6382741d-d205-475b-94a7-c7f72ff97765","","Template: Evento Padrão | eventName: A Liga | title: A Liga | eventLocation: Sonora Garden - São Paulo - SP | venue: Sonora Garden | eventDate: 2026-02-13 | eventTime: 22:00:00 | locationCity: São Paulo | locationState: SP | description: * Setores Pista, Área VIP e Backstage \n* ⁠Estacion | genres: Deep House, Tech House | lineup: Illusionize, Bruno Furlan, Juicce e+++ | ticketLink: https://bit.ly/MDAccula_1302_ALIGA | vipLink: https://api.whatsapp.com/send?phone=5511997819194& | eventImageUrl: https://nzbyyuqvhrwatmydxiag.supabase.co/storage/v | category: Eventos | tone: engaging | existingPostId: 6382741d-d205-475b-94a7-c7f72ff97765","google/gemini-2.5-flash","2026-01-26T12:08:45.453438+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1600,1190,2790,""
"e43c20f3-6e83-49b7-b651-60e894384ede","52a0b6c1-31a2-4f9c-a956-76941c2f9e4d","","Template: Sugestões Aleatórias - Cena Eletrônica | title: Além dos Palcos: As Iniciativas Sociais e Ambienta | summary: Descubra como DJs renomados da cena eletrônica bra | category: Cultura | keywords: DJs, Brasil, responsabilidade social, sustentabili | mood: Inspirador | visualElements: Fotos de DJs em atividades sociais/ambientais, inf","google/gemini-2.5-flash","2026-01-27T02:01:44.865491+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",1056,1089,2145,2282
"089251a7-5f1b-433a-b0e2-307c8b448e49","535c2da6-3ae1-4fea-99ff-66b9af19aa83","","Template: Evento Padrão | eventId: e6edd234-2c0b-483d-810c-1f4085dc1334 | eventName: 🔵 Sirius | 21/03 | 20h | eventDate: 2026-03-21 | eventTime: 20:00 | eventLocation: Fazenda Moinho - Campo Limpo Paulista/SP | venue: Fazenda Moinho | location: Campo Limpo Paulista, SP | genres: Progressive, House, Tech House, Deep House | ticketLink: https://bit.ly/MDAccula_2103_Sirius | description: * Setores Pista e Área VIP\n* ⁠Estacionamento no lo | lineup: 🔊 Amine Edge 🇺🇸, Meriva, Tom Keller, Mandraks e | eventImageUrl: https://nzbyyuqvhrwatmydxiag.supabase.co/storage/v","google/gemini-2.5-flash","2026-01-28T10:57:34.687787+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1641,879,2520,""
"a4bb8b12-0409-44a9-925f-d2c190164f8a","cc99a3a7-7ffd-4673-91b3-8ed05cca57d7","","","google/gemini-2.5-flash","2025-11-19T14:31:04.107814+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731","","","",""
"81993f5c-93a1-4823-b114-01da656dc526","dde2b378-1f89-4ed7-8015-0b95776988f4","","Template: Evento Padrão | eventId: 4c8ff057-04b0-4411-ad14-debba2984a2e | eventName: 🛥️ D-Nox On Board | eventDate: 2026-02-15 | eventTime: 14:00 | eventLocation: Scuna Sul Centro - Florianópolis/SC | venue: Scuna Sul Centro | location: Florianópolis, SC | genres: Progressive, Tech House, House, Deep House | ticketLink: https://bit.ly/MDAccula_1502_DNoxBoard | description: * Evento Open Bar\n* ⁠6 horas de festa | lineup: 🔊 D-Nox long set e+++ | eventImageUrl: https://nzbyyuqvhrwatmydxiag.supabase.co/storage/v","google/gemini-2.5-flash","2026-01-30T18:40:49.243668+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1597,1027,2624,""
"77ac24d3-1371-4a6a-ae31-ff25ad1c777f","a49562a6-ba4f-438b-b430-88cdbbf98ed8","","Template: Sugestões Aleatórias - Cena Eletrônica | title: Ricck e o Crescimento da Cena Nacional: O Impacto  | summary: Mergulhe na jornada de Ricck, que lança 'Beginner' | category: Lançamentos | keywords: Ricck, Beginner, Indie Beats, música eletrônica na | mood: Celebratório | visualElements: Foto de Ricck, capa do single 'Beginner', logo da ","google/gemini-2.5-flash","2026-01-31T03:01:02.838898+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",1081,1484,2565,1646
"8777524b-768c-4ab8-89dc-43b73a52673d","508877b6-93bf-4064-b862-d45973f27eb9","","Template: Evento Padrão | eventName: Industria apres. Gabe, Victor Lou e + | title: Industria apres. Gabe, Victor Lou e + | eventLocation: High Club - São Paulo - SP | venue: High Club | eventDate: 2026-02-06 | eventTime: 23:00:00 | locationCity: São Paulo | locationState: SP | description: * Setores Pista, Área VIP e Backstage\n* ⁠Estaciona | genres: House, Tech House, Progressive, Deep House | lineup: 🔊 Gabe, Victor Lou, Dang3r, Trasmpsta e+++ | ticketLink: https://bit.ly/MDAccula_0602_Industria | vipLink: https://api.whatsapp.com/send?phone=5511999136884& | eventImageUrl: https://nzbyyuqvhrwatmydxiag.supabase.co/storage/v | category: Eventos | tone: engaging | existingPostId: 508877b6-93bf-4064-b862-d45973f27eb9","google/gemini-2.5-flash","2026-02-01T15:31:06.64914+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1602,994,2596,""
"6a17c615-443b-4488-94cf-ffd5c51b88b6","54ba07aa-951d-4b64-bcbe-89d7db6a44d1","","Template: Sugestões Aleatórias - Cena Eletrônica | title: Solomun Domina Londres: Uma Análise do Sucesso no  | summary: Solomun esgotou duas noites no icônico Alexandra P | category: Produtores | keywords: Solomun, Alexandra Palace, Londres, melodic house, | mood: Celebratório | visualElements: Fotos de Solomun perfomando, multidão eufórica, fa","google/gemini-2.5-flash","2026-02-02T03:00:51.627874+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",1057,1302,2359,312
"13ace782-d245-4839-8478-55b1713d29c3","6064ebdd-5a49-4937-93fd-122247de789e","","Template: Evento Padrão | eventId: 785519a3-9828-4e6e-9cfe-7e234c9b0ad5 | eventName: 👾 Klandestine | eventDate: 2026-03-14 | eventTime: 22:00 | eventLocation: Fabriketa - São Paulo/SP | venue: Fabriketa | location: São Paulo, SP | genres: Progressive, Tech House, Deep House | ticketLink: https://bit.ly/MDAccula_1403_Klandestine | description: * ⁠20% OFF na early entrance\n* Va de Uber\n* Setore | lineup: 🔊 Tiga 🇨🇦, Acraze 🇺🇸, Richy Ahmed 🇬🇧 b2b Re | eventImageUrl: https://nzbyyuqvhrwatmydxiag.supabase.co/storage/v","google/gemini-2.5-flash","2026-02-02T19:47:27.172752+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1019,1038,2057,""
"e3c22f74-5711-42a8-9704-fb8cac892daf","2466d1e6-15da-473b-bcba-88bf7ed67c58","","Multi-Event Article: DEDGE DRETE Carnaval 2026 (3 eventos)","google/gemini-2.5-flash","2026-02-03T13:08:10.004179+00:00","",1322,4451,5773,""
"fa654ed3-af00-4d8b-9eea-4702bdf039ec","dac003c3-f1e1-4bf6-a05c-3a351d3b0efe","","Template: Sugestões Aleatórias - Cena Eletrônica | title: A Ascensão do Psy-Techno: Como um Híbrido Transfor | summary: Explore a fusão inovadora do psytrance com o techn | category: Cultura | keywords: psy-techno, psytrance, techno, Beatport, subgênero | mood: futurista | visualElements: sintetizadores modulares, imagens psicodélicas, la","google/gemini-2.5-flash","2026-02-04T04:01:05.669912+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",458,1927,2385,1564
"2ac12d5f-a222-4a0b-9802-90854a7b50c8","07468cab-d666-4d73-9dc0-390d2e938d1e","","Template: Evento Padrão | title: Consequências: Multa Milionária no Vale do Anhanga | eventName: Consequências: Multa Milionária no Vale do Anhanga | summary: A concessionária do Vale do Anhangabaú foi multada | category: Cultura | keywords: Vale do Anhangabaú, multa, Boris Brejcha, eventos  | mood: introspectivo | visualElements: Imagens do Vale do Anhangabaú, detalhes da notific | formData: [object Object]","google/gemini-2.5-flash","2026-02-04T10:13:06.819145+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1590,1150,2740,1643
"1bb1f7ea-57bf-46cc-9fef-d4ebc54ddd94","fbd36ef6-d337-42b0-91aa-a12479bd29bc","","Template: Evento Padrão | eventId: 6361b6cd-d285-4ad7-9ada-3f1c20c021d5 | eventName: 🌷 Sábado Dre tarde | eventDate: 2026-03-07 | eventTime: 15:00 | eventLocation: Clube Esperia - São Paulo/SP | venue: Clube Esperia | location: São Paulo, SP | genres: House, Progressive | ticketLink: https://bit.ly/MDAccula_0703_DreTarde | description: * ⁠Somente setor pista\n* ⁠Estacionamento no local\n | lineup: 🔊 Dre Guazzelli e+++ | eventImageUrl: https://nzbyyuqvhrwatmydxiag.supabase.co/storage/v","google/gemini-2.5-flash","2026-02-04T10:56:25.398608+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1631,874,2505,""
"b83f34dd-d7bb-43a7-8b63-7f20ca7cb9dc","263c83c0-f0c7-4a45-8e68-808695ff2701","","Template: Evento Padrão | eventId: 7519c8ad-9ab3-496d-a6e6-093dc44046e6 | eventName: 💥 Caos apres. Illusionize | eventDate: 2026-02-28 | eventTime: 22:00:00 | eventLocation: Caos Club - Campinas/SP | venue: Caos Club | location: Campinas, SP | genres: House, Tech House, Deep House, Progressive | ticketLink: https://bit.ly/MDAccula_2802_Caos | description: * Setores pista e backstage\n* ⁠Estacionamento no l | lineup: 🔊 Illusionize, Eli Iwasa, Liame e Nott | eventImageUrl: https://nzbyyuqvhrwatmydxiag.supabase.co/storage/v","google/gemini-2.5-flash","2026-02-04T11:00:31.235055+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1636,921,2557,""
"27ec68d7-47d9-4c24-a316-7e9f482ba5e9","2109b255-8a1a-40ab-9dba-a38a9f4690b8","","Template: Sugestões Aleatórias - Cena Eletrônica | title: Além do Padrão: Como a Austrália Cia sua Própria B | summary: Mergulhe na cena eletrônica australiana e descubra | category: Cultura | keywords: música eletrônica, Austrália, cena musical, isolam | mood: autêntico, exploratório, vibrante | visualElements: paisagens australianas, DJs em festivais ao ar liv","google/gemini-2.5-flash","2026-02-06T05:01:13.374896+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",1197,1484,2681,1571
"e39cd6af-e11a-4c3c-a72a-4f4ba9549cc2","c87954fa-a4d1-4a82-8649-2146a7992270","","Template: Evento Padrão | eventName: 🏢 Warehouse | title: 🏢 Warehouse | eventLocation: Sonora Garden - São Paulo - SP | venue: Sonora Garden | eventDate: 2026-04-17 | eventTime: 22:00:00 | locationCity: São Paulo | locationState: SP | genres: House, Progressive, Deep House | lineup: 🔊 Laurent Garnier 🇫🇷 e+++ | ticketLink: https://bit.ly/MDAccula_1704_Warehouse | vipLink: https://api.whatsapp.com/send?phone=5511997819194& | eventImageUrl: https://nzbyyuqvhrwatmydxiag.supabase.co/storage/v | category: Eventos | tone: engaging","google/gemini-2.5-flash","2026-02-07T13:24:59.492495+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",2188,883,3071,""
